order_id,customer_id,product_id,order_date,quantity,discount,payment_method,name,gender,age,region,signup_date,product_name,category_id,price,category_name,return_id,net_price,is_returned,month,discount_bin
300,32,157,2024-12-25,1,15,Card,Drishya Dave,Male,30,Hyderabad,2023-04-16,DarkOrange DSLR Camera,18,101723.41,Cameras,22.0,86464.8985,1,2024-12,10–20%
301,84,29,2025-06-25,3,20,UPI,Krish Shan,Male,33,Delhi,2022-09-23,HotPink Action Cam,18,245323.23,Cameras,,588775.7520000001,0,2025-06,10–20%
302,192,41,2025-01-01,4,25,UPI,Misha Lata,Female,37,Pune,2023-10-09,PaleGreen Saree,1,2697.09,Clothing,,8091.27,0,2025-01,20–30%
303,39,182,2025-03-31,1,0,UPI,Hazel Boase,Female,25,Chennai,2024-03-21,LightGreen Building Blocks,11,2395.42,Toys,,2395.42,0,2025-03,0%
304,143,47,2024-07-09,5,30,Card,Heer Ramanathan,Female,47,Mumbai,2024-04-10,RosyBrown Action Cam,18,133138.56,Cameras,,465984.96,0,2024-07,20–30%
305,146,144,2025-06-12,2,10,UPI,Nitya Suresh,Female,20,Pune,2021-08-07,Snow Laptop,4,61008.5,Laptops,,109815.3,0,2025-06,0–10%
306,199,68,2025-02-26,1,5,Cash on Delivery,Lakshay Jha,Male,28,Pune,2024-06-18,DarkSlateGray Acoustic Guitar,20,35981.49,Music & Instruments,,34182.415499999996,0,2025-02,0–10%
307,195,54,2024-09-03,3,30,Card,Navya Mand,Male,20,Chennai,2024-05-26,PapayaWhip Laptop,4,53113.03,Laptops,,111537.363,0,2024-09,20–30%
308,200,172,2024-07-03,4,25,Card,Taimur Bansal,Male,25,Bengaluru,2022-10-01,Green Notebook,5,150.3,Books,,450.90000000000003,0,2024-07,20–30%
309,29,192,2024-09-11,5,10,Cash on Delivery,Prerak Bhasin,Male,48,Chennai,2022-02-22,Turquoise Wall Art,7,2307.73,Home Decor,,10384.785,0,2024-09,0–10%
310,200,54,2024-12-03,1,0,Cash on Delivery,Taimur Bansal,Male,25,Bengaluru,2022-10-01,PapayaWhip Laptop,4,53113.03,Laptops,,53113.03,0,2024-12,0%
311,129,11,2025-06-26,1,20,UPI,Yasmin Trivedi,Female,50,Pune,2023-11-15,Snow Novel,5,397.74,Books,44.0,318.192,1,2025-06,10–20%
312,107,1,2025-04-24,1,10,Card,Dharmajan Som,Female,43,Pune,2023-03-18,Silver Formal Shoes,2,804.15,Footwear,,723.735,0,2025-04,0–10%
313,118,117,2025-03-23,1,20,UPI,Jayesh Issac,Female,26,Jaipur,2023-07-16,PeachPuff Building Blocks,11,1900.13,Toys,,1520.1040000000003,0,2025-03,10–20%
314,45,175,2024-10-07,2,10,Card,Rania Chaudry,Female,56,Ahmedabad,2024-04-12,White Smartphone,3,51034.7,Smartphones,115.0,91862.45999999999,1,2024-10,0–10%
315,66,92,2025-02-04,1,5,Cash on Delivery,Bhavin Cherian,Male,48,Mumbai,2024-04-26,BurlyWood Bluetooth Speaker,20,28376.79,Music & Instruments,,26957.9505,0,2025-02,0–10%
316,34,72,2024-07-29,2,0,NetBanking,Shray Bail,Male,37,Chennai,2022-05-31,LightSlateGray Dining Chair,14,17422.19,Furniture,,34844.38,0,2024-07,0%
317,149,6,2024-07-31,5,30,UPI,Alisha Kala,Female,53,Bengaluru,2022-06-18,DarkSlateBlue Remote Car,11,1008.04,Toys,113.0,3528.14,1,2024-07,20–30%
318,176,92,2024-08-17,5,15,UPI,Vedika Sawhney,Male,56,Ahmedabad,2023-01-06,BurlyWood Bluetooth Speaker,20,28376.79,Music & Instruments,34.0,120601.35750000001,1,2024-08,10–20%
319,161,181,2025-06-02,1,15,NetBanking,Rasha Sibal,Male,57,Pune,2022-02-25,MediumSpringGreen Masala Pack,10,1116.89,Groceries,49.0,949.3565000000001,1,2025-06,10–20%
320,120,15,2025-01-05,2,25,UPI,Jivika Bora,Other,38,Pune,2023-05-25,RoyalBlue Lamp,7,3265.03,Home Decor,,4897.545,0,2025-01,20–30%
321,103,39,2025-03-16,2,0,UPI,Samaira Bhagat,Male,55,Hyderabad,2023-09-07,RosyBrown Puzzle,11,3353.03,Toys,18.0,6706.06,1,2025-03,0%
322,185,52,2025-04-22,2,0,Card,Nirvi Sem,Male,51,Jaipur,2021-09-24,Ivory Saree,1,1755.14,Clothing,,3510.28,0,2025-04,0%
323,40,47,2024-09-23,5,30,Card,Ivana Wason,Female,55,Kolkata,2024-06-14,RosyBrown Action Cam,18,133138.56,Cameras,,465984.96,0,2024-09,20–30%
324,199,197,2025-04-06,5,10,Card,Lakshay Jha,Male,28,Pune,2024-06-18,GoldenRod Bracelet,16,31238.85,Jewellery,,140574.825,0,2025-04,0–10%
325,15,67,2025-02-06,4,20,Card,Lavanya Lall,Male,19,Chennai,2023-05-05,DarkTurquoise Electric Kettle,8,11174.47,Kitchen Appliances,,35758.304,0,2025-02,10–20%
326,158,40,2025-01-16,5,30,UPI,Nishith Soman,Female,38,Delhi,2024-05-17,Cornsilk Formal Shoes,2,1948.25,Footwear,,6818.875,0,2025-01,20–30%
327,44,60,2025-01-24,3,30,Card,Indranil Majumdar,Male,20,Mumbai,2023-11-23,Teal Saree,1,1096.45,Clothing,,2302.545,0,2025-01,20–30%
328,115,59,2024-10-08,1,0,Card,Aayush Deshmukh,Male,19,Mumbai,2023-04-10,SaddleBrown Digital Thermometer,17,4571.88,Health & Personal Care,16.0,4571.88,1,2024-10,0%
329,183,61,2024-10-15,1,20,UPI,Vidur Setty,Male,26,Bengaluru,2023-08-04,LightGreen Mixer Grinder,8,7600.72,Kitchen Appliances,7.0,6080.576000000001,1,2024-10,10–20%
330,17,178,2024-07-29,5,15,UPI,Ivan Rao,Male,59,Pune,2022-09-10,RoyalBlue Kurta,1,2456.21,Clothing,,10438.8925,0,2024-07,10–20%
331,105,29,2024-08-13,2,30,Card,Anahi Sachdeva,Male,54,Kolkata,2023-03-17,HotPink Action Cam,18,245323.23,Cameras,,343452.522,0,2024-08,20–30%
332,167,24,2025-02-06,1,25,Card,Onkar Edwin,Male,20,Bengaluru,2024-03-25,Brown Building Blocks,11,822.9,Toys,,617.175,0,2025-02,20–30%
333,48,179,2024-12-08,5,25,Card,Farhan Chadha,Other,59,Hyderabad,2023-05-08,DeepSkyBlue Seat Cover,13,4632.7,Automotive Accessories,,17372.625,0,2024-12,20–30%
334,85,81,2025-03-25,4,15,UPI,Vanya Sama,Female,45,Kolkata,2023-03-20,PaleGoldenRod Basmati Rice,10,957.35,Groceries,,3254.99,0,2025-03,10–20%
335,131,104,2024-12-08,3,0,UPI,Rohan Bhatia,Female,59,Ahmedabad,2022-01-05,MistyRose Digital Thermometer,17,3848.38,Health & Personal Care,,11545.14,0,2024-12,0%
336,165,160,2025-03-18,3,10,UPI,Piya Yogi,Female,44,Delhi,2022-11-01,Violet Laptop,4,149989.17,Laptops,,404970.759,0,2025-03,0–10%
337,17,53,2025-05-29,4,0,Card,Ivan Rao,Male,59,Pune,2022-09-10,Lime Digital Thermometer,17,2126.07,Health & Personal Care,42.0,8504.28,1,2025-05,0%
338,81,100,2024-07-12,5,5,Card,Devansh Sekhon,Male,49,Hyderabad,2023-01-16,LightSalmon Digital Thermometer,17,1885.24,Health & Personal Care,,8954.89,0,2024-07,0–10%
339,193,70,2025-06-12,1,20,UPI,Biju Toor,Male,43,Hyderabad,2022-07-23,Fuchsia Handheld Console,19,48637.29,Gaming Consoles,47.0,38909.832,1,2025-06,10–20%
340,25,125,2025-03-25,5,10,UPI,Tarini Anne,Female,47,Delhi,2022-04-26,Ivory Yoga Mat,12,6260.71,Sports Equipment,,28173.195,0,2025-03,0–10%
341,16,22,2024-10-23,5,25,UPI,Ivana Datta,Female,23,Chennai,2024-03-31,MediumAquaMarine Puzzle,11,2027.87,Toys,,7604.512499999999,0,2024-10,20–30%
342,183,144,2025-05-27,3,10,UPI,Vidur Setty,Male,26,Bengaluru,2023-08-04,Snow Laptop,4,61008.5,Laptops,,164722.95,0,2025-05,0–10%
343,59,101,2024-07-24,4,10,UPI,Vardaniya Varkey,Female,24,Ahmedabad,2022-11-12,Lavender Analog Watch,15,4738.27,Watches,,17057.772,0,2024-07,0–10%
344,102,170,2024-08-07,3,10,UPI,Miraan Bala,Female,25,Jaipur,2023-06-04,PaleVioletRed Smart Watch,15,12391.74,Watches,,33457.698000000004,0,2024-08,0–10%
345,32,28,2025-01-16,2,10,Card,Drishya Dave,Male,30,Hyderabad,2023-04-16,DimGray Bracelet,16,57847.14,Jewellery,,104124.852,0,2025-01,0–10%
346,191,200,2024-10-26,3,5,Card,Kashvi Soman,Male,42,Kolkata,2021-08-11,RoyalBlue Smartphone,3,24143.37,Smartphones,71.0,68808.6045,1,2024-10,0–10%
347,52,101,2025-01-31,5,25,Card,Siya Balasubramanian,Female,37,Mumbai,2022-09-03,Lavender Analog Watch,15,4738.27,Watches,39.0,17768.5125,1,2025-01,20–30%
348,25,106,2025-05-11,4,10,UPI,Tarini Anne,Female,47,Delhi,2022-04-26,FireBrick Analog Watch,15,1559.23,Watches,,5613.228,0,2025-05,0–10%
349,141,43,2024-07-19,4,15,Cash on Delivery,Abram Manda,Male,35,Hyderabad,2023-04-06,Gray Comic,5,717.78,Books,,2440.4519999999998,0,2024-07,10–20%
350,107,89,2025-05-01,1,15,Card,Dharmajan Som,Female,43,Pune,2023-03-18,SaddleBrown Bracelet,16,12010.04,Jewellery,,10208.534,0,2025-05,10–20%
351,80,18,2024-11-24,2,20,UPI,Sahil Sood,Female,21,Ahmedabad,2022-06-03,HoneyDew Bluetooth Speaker,20,21063.58,Music & Instruments,,33701.728,0,2024-11,10–20%
352,114,67,2024-11-10,2,0,UPI,Tanya Bhakta,Female,46,Hyderabad,2022-10-20,DarkTurquoise Electric Kettle,8,11174.47,Kitchen Appliances,,22348.94,0,2024-11,0%
353,105,98,2025-03-08,2,20,UPI,Anahi Sachdeva,Male,54,Kolkata,2023-03-17,Yellow Pen Set,6,70.93,Stationery,50.0,113.48800000000001,1,2025-03,10–20%
354,84,141,2025-04-14,5,30,Card,Krish Shan,Male,33,Delhi,2022-09-23,AliceBlue Smartphone,3,30501.6,Smartphones,37.0,106755.59999999999,1,2025-04,20–30%
355,28,159,2025-06-17,1,15,Card,Hunar Bhasin,Male,34,Mumbai,2024-04-15,LightSalmon Pen Set,6,214.12,Stationery,,182.002,0,2025-06,10–20%
356,188,99,2025-04-30,2,5,UPI,Dhanush Jaggi,Female,41,Kolkata,2024-01-28,OrangeRed Digital Thermometer,17,4605.75,Health & Personal Care,,8750.925,0,2025-04,0–10%
357,8,115,2024-11-13,1,25,Card,Dhanush Ramakrishnan,Female,57,Delhi,2024-05-25,PaleGreen Wardrobe,14,14528.77,Furniture,,10896.5775,0,2024-11,20–30%
358,159,114,2024-11-21,3,0,UPI,Nehmat Kulkarni,Female,30,Hyderabad,2022-04-28,Olive Electric Kettle,8,10754.22,Kitchen Appliances,,32262.659999999996,0,2024-11,0%
359,106,157,2025-06-19,2,5,UPI,Neysa Brahmbhatt,Female,38,Jaipur,2023-03-17,DarkOrange DSLR Camera,18,101723.41,Cameras,,193274.479,0,2025-06,0–10%
360,62,143,2025-06-20,3,5,Card,Jiya Tailor,Female,21,Chennai,2023-02-16,Gray Sneakers,2,2424.58,Footwear,,6910.053,0,2025-06,0–10%
361,162,30,2024-09-16,1,0,Card,Diya Bora,Female,33,Mumbai,2022-01-02,PeachPuff Notebook,5,471.42,Books,,471.42,0,2024-09,0%
362,101,13,2025-01-22,4,15,Card,Devansh Devi,Female,19,Kolkata,2023-04-15,Magenta Gold Ring,16,61688.31,Jewellery,,209740.254,0,2025-01,10–20%
363,170,172,2025-01-23,4,25,Card,Rasha Khare,Female,18,Mumbai,2023-09-10,Green Notebook,5,150.3,Books,,450.90000000000003,0,2025-01,20–30%
364,197,12,2024-12-27,4,25,UPI,Parinaaz D’Alia,Male,25,Hyderabad,2024-06-01,PaleVioletRed Wardrobe,14,22507.18,Furniture,,67521.54000000001,0,2024-12,20–30%
365,91,6,2025-06-06,3,10,UPI,Jivin Hans,Female,24,Pune,2023-08-11,DarkSlateBlue Remote Car,11,1008.04,Toys,,2721.708,0,2025-06,0–10%
366,101,7,2024-12-17,5,30,Card,Devansh Devi,Female,19,Kolkata,2023-04-15,DarkGreen T‑Shirt,1,2410.33,Clothing,,8436.154999999999,0,2024-12,20–30%
367,37,30,2025-07-01,4,25,UPI,Rhea Shah,Male,56,Hyderabad,2024-02-07,PeachPuff Notebook,5,471.42,Books,,1414.26,0,2025-07,20–30%
368,31,160,2025-02-10,5,20,Card,Armaan Agate,Male,48,Chennai,2023-12-19,Violet Laptop,4,149989.17,Laptops,,599956.68,0,2025-02,10–20%
369,161,129,2025-04-30,4,15,UPI,Rasha Sibal,Male,57,Pune,2022-02-25,Magenta Remote Car,11,472.14,Toys,,1605.2759999999998,0,2025-04,10–20%
370,96,91,2024-11-21,3,5,UPI,Mohanlal Yadav,Female,49,Delhi,2023-02-04,DarkOrange Flip‑Flops,2,2263.41,Footwear,,6450.718499999999,0,2024-11,0–10%
371,81,49,2025-01-07,3,15,UPI,Devansh Sekhon,Male,49,Hyderabad,2023-01-16,Peru Sandals,2,2090.59,Footwear,,5331.0045,0,2025-01,10–20%
372,171,172,2024-12-28,2,15,UPI,Saksham Yadav,Female,31,Delhi,2023-12-27,Green Notebook,5,150.3,Books,,255.51000000000002,0,2024-12,10–20%
373,23,12,2024-10-18,3,25,UPI,Kartik Khare,Female,47,Jaipur,2022-01-04,PaleVioletRed Wardrobe,14,22507.18,Furniture,21.0,50641.155000000006,1,2024-10,20–30%
374,173,57,2025-06-05,3,20,NetBanking,Mehul Ramakrishnan,Female,24,Ahmedabad,2023-11-19,MediumOrchid Puzzle,11,1512.96,Toys,,3631.1040000000003,0,2025-06,10–20%
375,41,167,2025-07-03,2,30,UPI,Ishaan Mani,Female,32,Bengaluru,2022-06-07,GoldenRod Olive Oil,10,1914.7,Groceries,,2680.58,0,2025-07,20–30%
376,121,198,2024-10-31,4,15,Card,Aarush Kara,Female,49,Chennai,2023-02-15,SaddleBrown Marker Pack,6,345.38,Stationery,,1174.292,0,2024-10,10–20%
377,81,63,2025-03-18,3,5,Card,Devansh Sekhon,Male,49,Hyderabad,2023-01-16,DarkOrange Textbook,5,817.38,Books,,2329.533,0,2025-03,0–10%
378,112,167,2024-08-14,3,30,UPI,Aarna Mammen,Male,18,Kolkata,2024-05-25,GoldenRod Olive Oil,10,1914.7,Groceries,,4020.87,0,2024-08,20–30%
379,18,24,2024-07-08,5,10,Card,Abram Butala,Male,35,Pune,2023-03-16,Brown Building Blocks,11,822.9,Toys,14.0,3703.05,1,2024-07,0–10%
380,142,120,2025-07-01,1,30,UPI,Mohanlal Devan,Male,37,Hyderabad,2023-01-09,GreenYellow Dining Chair,14,26100.44,Furniture,,18270.307999999997,0,2025-07,20–30%
381,144,4,2024-08-25,3,20,UPI,Vedika Bhatnagar,Female,27,Mumbai,2022-09-08,SpringGreen Puzzle,11,3010.89,Toys,,7226.136,0,2024-08,10–20%
382,125,196,2025-01-10,1,25,Card,Bhavin Sekhon,Female,30,Ahmedabad,2024-04-18,Yellow Flip‑Flops,2,3289.1,Footwear,,2466.825,0,2025-01,20–30%
383,24,168,2024-12-28,4,0,UPI,Badal Bhatia,Female,24,Hyderabad,2021-10-26,Gainsboro Kurta,1,2579.9,Clothing,,10319.6,0,2024-12,0%
384,195,132,2025-01-10,2,25,UPI,Navya Mand,Male,20,Chennai,2024-05-26,SlateGray Saree,1,2449.97,Clothing,,3674.955,0,2025-01,20–30%
385,141,91,2025-02-22,4,0,Card,Abram Manda,Male,35,Hyderabad,2023-04-06,DarkOrange Flip‑Flops,2,2263.41,Footwear,,9053.64,0,2025-02,0%
386,39,153,2024-11-20,5,30,UPI,Hazel Boase,Female,25,Chennai,2024-03-21,LightGreen Laptop,4,74883.98,Laptops,,262093.92999999996,0,2024-11,20–30%
387,21,164,2024-07-22,3,15,UPI,Badal Sha,Female,43,Hyderabad,2021-11-18,Yellow Study Table,14,28705.99,Furniture,,73200.2745,0,2024-07,10–20%
388,61,42,2025-01-01,4,15,Card,Aarav Uppal,Female,51,Jaipur,2021-11-21,Chocolate Study Table,14,32861.59,Furniture,55.0,111729.40599999999,1,2025-01,10–20%
389,147,62,2024-08-27,2,15,UPI,Baiju Grover,Female,26,Delhi,2021-08-24,Purple Smartphone,3,52580.92,Smartphones,,89387.564,0,2024-08,10–20%
390,28,102,2025-03-16,1,30,Card,Hunar Bhasin,Male,34,Mumbai,2024-04-15,DarkGray Smartphone,3,43187.84,Smartphones,,30231.487999999994,0,2025-03,20–30%
391,69,38,2025-06-09,4,20,UPI,Gatik Chandra,Male,20,Chennai,2023-11-03,Silver Action Cam,18,15050.15,Cameras,,48160.48,0,2025-06,10–20%
392,136,186,2025-01-06,5,15,Card,Anaya Johal,Male,23,Mumbai,2022-02-19,MidnightBlue Textbook,5,715.5,Books,,3040.875,0,2025-01,10–20%
393,143,132,2024-11-19,3,30,Card,Heer Ramanathan,Female,47,Mumbai,2024-04-10,SlateGray Saree,1,2449.97,Clothing,60.0,5144.937,1,2024-11,20–30%
394,146,143,2024-09-25,3,15,UPI,Nitya Suresh,Female,20,Pune,2021-08-07,Gray Sneakers,2,2424.58,Footwear,,6182.679,0,2024-09,10–20%
395,20,116,2025-02-07,5,0,UPI,Hridaan Andra,Female,31,Delhi,2023-03-28,Fuchsia Diary,6,100.61,Stationery,,503.05,0,2025-02,0%
396,173,36,2025-02-07,5,25,Card,Mehul Ramakrishnan,Female,24,Ahmedabad,2023-11-19,Thistle Smartphone,3,42388.83,Smartphones,,158958.11250000002,0,2025-02,20–30%
397,59,200,2024-12-31,1,0,UPI,Vardaniya Varkey,Female,24,Ahmedabad,2022-11-12,RoyalBlue Smartphone,3,24143.37,Smartphones,,24143.37,0,2024-12,0%
398,154,57,2025-03-04,3,25,UPI,Ehsaan Bahri,Male,25,Pune,2022-09-02,MediumOrchid Puzzle,11,1512.96,Toys,,3404.16,0,2025-03,20–30%
399,194,193,2024-07-25,1,20,Card,Anika Balasubramanian,Female,24,Jaipur,2023-07-10,DarkGray Action Cam,18,177715.85,Cameras,,142172.68000000002,0,2024-07,10–20%
400,166,92,2025-04-14,1,20,Card,Ranbir Goyal,Female,34,Chennai,2021-11-25,BurlyWood Bluetooth Speaker,20,28376.79,Music & Instruments,,22701.432,0,2025-04,10–20%
401,134,5,2024-10-15,4,10,UPI,Divyansh Shankar,Female,21,Hyderabad,2023-05-12,Red Pen Set,6,201.41,Stationery,,725.076,0,2024-10,0–10%
402,3,141,2024-12-24,2,15,Card,Piya Tata,Male,18,Mumbai,2022-12-14,AliceBlue Smartphone,3,30501.6,Smartphones,,51852.719999999994,0,2024-12,10–20%
403,149,108,2024-10-15,2,10,Card,Alisha Kala,Female,53,Bengaluru,2022-06-18,AntiqueWhite Cricket Bat,12,5083.22,Sports Equipment,,9149.796,0,2024-10,0–10%
404,90,69,2024-12-25,4,25,Cash on Delivery,Kiara Ravi,Male,49,Ahmedabad,2022-08-17,LawnGreen Bluetooth Speaker,20,14063.43,Music & Instruments,,42190.29,0,2024-12,20–30%
405,49,146,2025-01-03,1,0,UPI,Drishya Magar,Female,35,Ahmedabad,2023-11-11,MistyRose Bluetooth Speaker,20,36688.33,Music & Instruments,,36688.33,0,2025-01,0%
406,22,161,2025-04-14,4,10,UPI,Taimur Badami,Female,51,Hyderabad,2023-10-09,Ivory Acoustic Guitar,20,11182.06,Music & Instruments,,40255.416,0,2025-04,0–10%
407,84,194,2024-12-19,2,20,UPI,Krish Shan,Male,33,Delhi,2022-09-23,Silver Lamp,7,370.05,Home Decor,,592.08,0,2024-12,10–20%
408,173,23,2025-01-16,4,0,Card,Mehul Ramakrishnan,Female,24,Ahmedabad,2023-11-19,DarkOrchid Smartphone,3,38563.07,Smartphones,,154252.28,0,2025-01,0%
409,30,3,2024-10-03,3,0,UPI,Riya Chatterjee,Female,34,Ahmedabad,2023-08-26,SandyBrown Flip‑Flops,2,2375.71,Footwear,,7127.13,0,2024-10,0%
410,160,81,2024-11-15,4,5,UPI,Shlok Lata,Male,44,Ahmedabad,2024-01-25,PaleGoldenRod Basmati Rice,10,957.35,Groceries,,3637.93,0,2024-11,0–10%
411,112,158,2025-05-06,1,0,UPI,Aarna Mammen,Male,18,Kolkata,2024-05-25,Khaki Shampoo,9,158.12,Beauty,,158.12,0,2025-05,0%
412,2,191,2025-04-15,1,10,UPI,Kiara Dhawan,Male,28,Chennai,2023-05-10,LightSeaGreen Cricket Bat,12,9463.9,Sports Equipment,,8517.51,0,2025-04,0–10%
413,176,74,2025-05-30,1,5,UPI,Vedika Sawhney,Male,56,Ahmedabad,2023-01-06,Peru Wall Art,7,2034.4,Home Decor,,1932.68,0,2025-05,0–10%
414,104,73,2025-05-17,1,0,Card,Vivaan Soman,Male,37,Kolkata,2022-11-26,PowderBlue Smart Watch,15,12303.7,Watches,,12303.7,0,2025-05,0%
415,39,158,2025-04-04,5,10,UPI,Hazel Boase,Female,25,Chennai,2024-03-21,Khaki Shampoo,9,158.12,Beauty,,711.5400000000001,0,2025-04,0–10%
416,102,110,2025-03-07,3,15,Card,Miraan Bala,Female,25,Jaipur,2023-06-04,Peru Sandals,2,3684.08,Footwear,,9394.404,0,2025-03,10–20%
417,30,127,2025-04-26,4,20,UPI,Riya Chatterjee,Female,34,Ahmedabad,2023-08-26,MediumVioletRed Cushion Cover,7,4694.76,Home Decor,116.0,15023.232000000002,1,2025-04,10–20%
418,160,50,2025-02-12,4,15,UPI,Shlok Lata,Male,44,Ahmedabad,2024-01-25,FireBrick Jeans,1,1568.28,Clothing,20.0,5332.152,1,2025-02,10–20%
419,27,198,2025-03-11,3,5,Card,Reyansh Deol,Male,39,Ahmedabad,2022-04-11,SaddleBrown Marker Pack,6,345.38,Stationery,,984.3329999999999,0,2025-03,0–10%
420,12,166,2025-05-06,4,25,UPI,Onkar Kohli,Female,47,Pune,2024-04-02,Salmon Laptop,4,60862.34,Laptops,,182587.02,0,2025-05,20–30%
421,174,160,2025-03-10,2,10,UPI,Arnav Sathe,Female,47,Ahmedabad,2021-09-30,Violet Laptop,4,149989.17,Laptops,,269980.50600000005,0,2025-03,0–10%
422,79,85,2024-10-21,4,0,UPI,Ishita Kaul,Male,48,Chennai,2024-02-15,IndianRed Smart Watch,15,5520.99,Watches,,22083.96,0,2024-10,0%
423,188,154,2024-12-21,2,5,Card,Dhanush Jaggi,Female,41,Kolkata,2024-01-28,Crimson Smartphone,3,23248.77,Smartphones,,44172.663,0,2024-12,0–10%
424,99,20,2025-04-14,3,20,UPI,Mannat Sagar,Male,34,Chennai,2022-01-15,Beige Marker Pack,6,418.27,Stationery,,1003.848,0,2025-04,10–20%
425,50,35,2025-02-16,5,10,UPI,Seher Wali,Female,55,Hyderabad,2022-07-03,PapayaWhip Laptop,4,88790.03,Laptops,,399555.135,0,2025-02,0–10%
426,195,112,2025-06-04,2,10,Card,Navya Mand,Male,20,Chennai,2024-05-26,Magenta T‑Shirt,1,2105.15,Clothing,,3789.2700000000004,0,2025-06,0–10%
427,79,95,2024-09-27,4,25,Card,Ishita Kaul,Male,48,Chennai,2024-02-15,DarkSlateGray Lipstick,9,418.24,Beauty,89.0,1254.72,1,2024-09,20–30%
428,69,131,2025-06-09,4,20,UPI,Gatik Chandra,Male,20,Chennai,2023-11-03,Bisque Notebook,5,269.35,Books,,861.9200000000001,0,2025-06,10–20%
429,92,200,2025-04-07,2,20,UPI,Ranbir Atwal,Other,50,Ahmedabad,2022-08-15,RoyalBlue Smartphone,3,24143.37,Smartphones,,38629.392,0,2025-04,10–20%
430,168,109,2024-11-28,4,25,UPI,Azad Choudhry,Female,21,Bengaluru,2024-03-08,Ivory Wall Art,7,4888.33,Home Decor,,14664.99,0,2024-11,20–30%
431,138,83,2025-05-08,5,15,UPI,Abram Dugar,Male,44,Bengaluru,2022-12-14,LightYellow Lipstick,9,1168.26,Beauty,,4965.1050000000005,0,2025-05,10–20%
432,174,70,2025-06-07,5,0,NetBanking,Arnav Sathe,Female,47,Ahmedabad,2021-09-30,Fuchsia Handheld Console,19,48637.29,Gaming Consoles,,243186.45,0,2025-06,0%
433,131,195,2025-02-20,3,0,Card,Rohan Bhatia,Female,59,Ahmedabad,2022-01-05,BlueViolet Digital Thermometer,17,5870.29,Health & Personal Care,,17610.87,0,2025-02,0%
434,178,95,2024-07-30,1,5,UPI,Nitya Das,Male,28,Pune,2022-04-01,DarkSlateGray Lipstick,9,418.24,Beauty,,397.328,0,2024-07,0–10%
435,39,94,2025-03-14,5,0,UPI,Hazel Boase,Female,25,Chennai,2024-03-21,Yellow Electric Kettle,8,10764.87,Kitchen Appliances,,53824.350000000006,0,2025-03,0%
436,100,105,2024-09-23,2,25,UPI,Ela Dhillon,Male,44,Mumbai,2024-03-17,Crimson Seat Cover,13,6421.59,Automotive Accessories,,9632.385,0,2024-09,20–30%
437,172,178,2025-04-03,4,10,UPI,Kiara Mani,Male,25,Delhi,2023-10-26,RoyalBlue Kurta,1,2456.21,Clothing,,8842.356,0,2025-04,0–10%
438,66,120,2024-07-03,1,30,Card,Bhavin Cherian,Male,48,Mumbai,2024-04-26,GreenYellow Dining Chair,14,26100.44,Furniture,81.0,18270.307999999997,1,2024-07,20–30%
439,182,30,2024-10-15,2,0,Card,Aayush Tara,Male,27,Pune,2022-02-25,PeachPuff Notebook,5,471.42,Books,,942.84,0,2024-10,0%
440,185,196,2024-09-24,1,0,Card,Nirvi Sem,Male,51,Jaipur,2021-09-24,Yellow Flip‑Flops,2,3289.1,Footwear,,3289.1,0,2024-09,0%
441,166,188,2024-12-04,1,30,UPI,Ranbir Goyal,Female,34,Chennai,2021-11-25,YellowGreen Smartphone,3,54576.4,Smartphones,,38203.479999999996,0,2024-12,20–30%
442,158,83,2024-08-20,1,0,Card,Nishith Soman,Female,38,Delhi,2024-05-17,LightYellow Lipstick,9,1168.26,Beauty,,1168.26,0,2024-08,0%
443,70,14,2024-07-05,5,5,Card,Amani Sastry,Female,52,Pune,2023-11-17,DimGray Remote Car,11,2843.94,Toys,,13508.715,0,2024-07,0–10%
444,149,66,2025-06-15,4,10,Cash on Delivery,Alisha Kala,Female,53,Bengaluru,2022-06-18,Plum Gaming Console,19,30047.65,Gaming Consoles,,108171.54000000001,0,2025-06,0–10%
445,58,128,2025-06-01,1,20,UPI,Manjari Kohli,Female,32,Ahmedabad,2022-12-06,GreenYellow Laptop,4,99102.9,Laptops,,79282.32,0,2025-06,10–20%
446,84,75,2024-08-25,1,20,UPI,Krish Shan,Male,33,Delhi,2022-09-23,MediumAquaMarine Flip‑Flops,2,1812.67,Footwear,,1450.1360000000002,0,2024-08,10–20%
447,141,93,2024-11-28,3,10,Cash on Delivery,Abram Manda,Male,35,Hyderabad,2023-04-06,Gold Jeans,1,2296.6,Clothing,114.0,6200.82,1,2024-11,0–10%
448,75,101,2025-03-08,4,15,Card,Hridaan Lad,Male,44,Chennai,2024-01-14,Lavender Analog Watch,15,4738.27,Watches,84.0,16110.118,1,2025-03,10–20%
449,68,125,2025-06-30,5,0,UPI,Aradhya Hans,Male,37,Hyderabad,2021-11-23,Ivory Yoga Mat,12,6260.71,Sports Equipment,,31303.55,0,2025-06,0%
450,181,48,2025-04-19,4,15,UPI,Neelofar Mammen,Female,38,Kolkata,2023-03-09,Maroon Marker Pack,6,223.42,Stationery,,759.6279999999999,0,2025-04,10–20%
451,162,106,2025-01-07,5,0,UPI,Diya Bora,Female,33,Mumbai,2022-01-02,FireBrick Analog Watch,15,1559.23,Watches,,7796.15,0,2025-01,0%
