order_id,customer_id,product_id,order_date,quantity,discount,payment_method,name,gender,age,age group,region,signup_date,product_name,category_id,price,category_name,return_id,net_price,is_returned,month,month_name,discount_bin,
285,130,134,08-09-2024,5,5,UPI,Neysa Aurora,Male,59,45+,Delhi,10-12-2021,MediumAquaMarine Textbook,5,538.51,Books,,2557.9225,0,2024-09,September,0–10%,
286,82,26,27-06-2025,1,0,Card,Elakshi Bali,Female,59,45+,Pune,15-02-2022,Plum Cricket Bat,12,4234.47,Sports Equipment,,4234.47,0,2025-06,June,0%,
287,184,110,21-06-2025,5,5,UPI,Anaya Sehgal,Female,18,<25,Kolkata,27-02-2023,Peru Sandals,2,3684.08,Footwear,,17499.38,0,2025-06,June,0–10%,
288,35,114,18-02-2025,4,30,UPI,Lakshay Devan,Male,34,25–34,Ahmedabad,25-09-2023,Olive Electric Kettle,8,10754.22,Kitchen Appliances,,30111.816,0,2025-02,February,20%+,
289,172,171,02-08-2024,1,30,UPI,Kiara Mani,Male,25,25–34,Delhi,26-10-2023,SeaShell Yoga Mat,12,2047.86,Sports Equipment,,1433.502,0,2024-08,August,20%+,
290,153,180,06-12-2024,4,30,Card,Aarna Virk,Male,45,45+,Mumbai,12-12-2022,GoldenRod DSLR Camera,18,219756.43,Cameras,,615318.004,0,2024-12,December,20%+,
291,16,24,24-05-2025,2,0,Card,Ivana Datta,Female,23,<25,Chennai,31-03-2024,Brown Building Blocks,11,822.9,Toys,,1645.8,0,2025-05,May,0%,
292,58,148,10-12-2024,1,0,Cash on Delivery,Manjari Kohli,Female,32,25–34,Ahmedabad,06-12-2022,Maroon Notebook,5,894.41,Books,,894.41,0,2024-12,December,0%,
293,41,180,03-04-2025,1,0,UPI,Ishaan Mani,Female,32,25–34,Bengaluru,07-06-2022,GoldenRod DSLR Camera,18,219756.43,Cameras,,219756.43,0,2025-04,April,0%,
294,44,52,28-12-2024,3,10,Card,Indranil Majumdar,Male,20,<25,Mumbai,23-11-2023,Ivory Saree,1,1755.14,Clothing,,4738.878,0,2024-12,December,0–10%,
295,110,170,08-02-2025,2,30,UPI,Rasha Bhagat,Male,23,<25,Pune,21-06-2023,PaleVioletRed Smart Watch,15,12391.74,Watches,,17348.436,0,2025-02,February,20%+,
296,148,182,04-08-2024,1,0,UPI,Miraya Korpal,Male,36,35–44,Jaipur,02-07-2022,LightGreen Building Blocks,11,2395.42,Toys,,2395.42,0,2024-08,August,0%,
297,59,77,14-07-2024,2,10,UPI,Vardaniya Varkey,Female,24,<25,Ahmedabad,12-11-2022,RosyBrown Seat Cover,13,738.44,Automotive Accessories,,1329.192,0,2024-07,July,0–10%,
298,196,192,14-06-2025,2,0,UPI,Tiya Baral,Female,57,45+,Jaipur,21-07-2021,Turquoise Wall Art,7,2307.73,Home Decor,,4615.46,0,2025-06,June,0%,
299,117,82,25-10-2024,5,20,UPI,Mamooty Savant,Female,46,45+,Hyderabad,20-08-2022,DarkGoldenRod Building Blocks,11,2333.56,Toys,141,9334.24,1,2024-10,October,10–20%,
300,32,157,25-12-2024,1,15,Card,Drishya Dave,Male,30,25–34,Hyderabad,16-04-2023,DarkOrange DSLR Camera,18,101723.41,Cameras,22,86464.8985,1,2024-12,December,10–20%,
301,84,29,25-06-2025,3,20,UPI,Krish Shan,Male,33,25–34,Delhi,23-09-2022,HotPink Action Cam,18,245323.23,Cameras,,588775.752,0,2025-06,June,10–20%,
302,192,41,01-01-2025,4,25,UPI,Misha Lata,Female,37,35–44,Pune,09-10-2023,PaleGreen Saree,1,2697.09,Clothing,,8091.27,0,2025-01,January,20%+,
303,39,182,31-03-2025,1,0,UPI,Hazel Boase,Female,25,25–34,Chennai,21-03-2024,LightGreen Building Blocks,11,2395.42,Toys,,2395.42,0,2025-03,March,0%,
304,143,47,09-07-2024,5,30,Card,Heer Ramanathan,Female,47,45+,Mumbai,10-04-2024,RosyBrown Action Cam,18,133138.56,Cameras,,465984.96,0,2024-07,July,20%+,
305,146,144,12-06-2025,2,10,UPI,Nitya Suresh,Female,20,<25,Pune,07-08-2021,Snow Laptop,4,61008.5,Laptops,,109815.3,0,2025-06,June,0–10%,
306,199,68,26-02-2025,1,5,Cash on Delivery,Lakshay Jha,Male,28,25–34,Pune,18-06-2024,DarkSlateGray Acoustic Guitar,20,35981.49,Music & Instruments,,34182.4155,0,2025-02,February,0–10%,
307,195,54,03-09-2024,3,30,Card,Navya Mand,Male,20,<25,Chennai,26-05-2024,PapayaWhip Laptop,4,53113.03,Laptops,,111537.363,0,2024-09,September,20%+,
308,200,172,03-07-2024,4,25,Card,Taimur Bansal,Male,25,25–34,Bengaluru,01-10-2022,Green Notebook,5,150.3,Books,,450.9,0,2024-07,July,20%+,
309,29,192,11-09-2024,5,10,Cash on Delivery,Prerak Bhasin,Male,48,45+,Chennai,22-02-2022,Turquoise Wall Art,7,2307.73,Home Decor,,10384.785,0,2024-09,September,0–10%,
310,200,54,03-12-2024,1,0,Cash on Delivery,Taimur Bansal,Male,25,25–34,Bengaluru,01-10-2022,PapayaWhip Laptop,4,53113.03,Laptops,,53113.03,0,2024-12,December,0%,
311,129,11,26-06-2025,1,20,UPI,Yasmin Trivedi,Female,50,45+,Pune,15-11-2023,Snow Novel,5,397.74,Books,44,318.192,1,2025-06,June,10–20%,
312,107,1,24-04-2025,1,10,Card,Dharmajan Som,Female,43,35–44,Pune,18-03-2023,Silver Formal Shoes,2,804.15,Footwear,,723.735,0,2025-04,April,0–10%,
313,118,117,23-03-2025,1,20,UPI,Jayesh Issac,Female,26,25–34,Jaipur,16-07-2023,PeachPuff Building Blocks,11,1900.13,Toys,,1520.104,0,2025-03,March,10–20%,
314,45,175,07-10-2024,2,10,Card,Rania Chaudry,Female,56,45+,Ahmedabad,12-04-2024,White Smartphone,3,51034.7,Smartphones,115,91862.46,1,2024-10,October,0–10%,
315,66,92,04-02-2025,1,5,Cash on Delivery,Bhavin Cherian,Male,48,45+,Mumbai,26-04-2024,BurlyWood Bluetooth Speaker,20,28376.79,Music & Instruments,,26957.9505,0,2025-02,February,0–10%,
316,34,72,29-07-2024,2,0,NetBanking,Shray Bail,Male,37,35–44,Chennai,31-05-2022,LightSlateGray Dining Chair,14,17422.19,Furniture,,34844.38,0,2024-07,July,0%,
317,149,6,31-07-2024,5,30,UPI,Alisha Kala,Female,53,45+,Bengaluru,18-06-2022,DarkSlateBlue Remote Car,11,1008.04,Toys,113,3528.14,1,2024-07,July,20%+,
318,176,92,17-08-2024,5,15,UPI,Vedika Sawhney,Male,56,45+,Ahmedabad,06-01-2023,BurlyWood Bluetooth Speaker,20,28376.79,Music & Instruments,34,120601.3575,1,2024-08,August,10–20%,
319,161,181,02-06-2025,1,15,NetBanking,Rasha Sibal,Male,57,45+,Pune,25-02-2022,MediumSpringGreen Masala Pack,10,1116.89,Groceries,49,949.3565,1,2025-06,June,10–20%,
320,120,15,05-01-2025,2,25,UPI,Jivika Bora,Other,38,35–44,Pune,25-05-2023,RoyalBlue Lamp,7,3265.03,Home Decor,,4897.545,0,2025-01,January,20%+,
321,103,39,16-03-2025,2,0,UPI,Samaira Bhagat,Male,55,45+,Hyderabad,07-09-2023,RosyBrown Puzzle,11,3353.03,Toys,18,6706.06,1,2025-03,March,0%,
322,185,52,22-04-2025,2,0,Card,Nirvi Sem,Male,51,45+,Jaipur,24-09-2021,Ivory Saree,1,1755.14,Clothing,,3510.28,0,2025-04,April,0%,
323,40,47,23-09-2024,5,30,Card,Ivana Wason,Female,55,45+,Kolkata,14-06-2024,RosyBrown Action Cam,18,133138.56,Cameras,,465984.96,0,2024-09,September,20%+,
324,199,197,06-04-2025,5,10,Card,Lakshay Jha,Male,28,25–34,Pune,18-06-2024,GoldenRod Bracelet,16,31238.85,Jewellery,,140574.825,0,2025-04,April,0–10%,
325,15,67,06-02-2025,4,20,Card,Lavanya Lall,Male,19,<25,Chennai,05-05-2023,DarkTurquoise Electric Kettle,8,11174.47,Kitchen Appliances,,35758.304,0,2025-02,February,10–20%,
326,158,40,16-01-2025,5,30,UPI,Nishith Soman,Female,38,35–44,Delhi,17-05-2024,Cornsilk Formal Shoes,2,1948.25,Footwear,,6818.875,0,2025-01,January,20%+,
327,44,60,24-01-2025,3,30,Card,Indranil Majumdar,Male,20,<25,Mumbai,23-11-2023,Teal Saree,1,1096.45,Clothing,,2302.545,0,2025-01,January,20%+,
328,115,59,08-10-2024,1,0,Card,Aayush Deshmukh,Male,19,<25,Mumbai,10-04-2023,SaddleBrown Digital Thermometer,17,4571.88,Health & Personal Care,16,4571.88,1,2024-10,October,0%,
329,183,61,15-10-2024,1,20,UPI,Vidur Setty,Male,26,25–34,Bengaluru,04-08-2023,LightGreen Mixer Grinder,8,7600.72,Kitchen Appliances,7,6080.576,1,2024-10,October,10–20%,
330,17,178,29-07-2024,5,15,UPI,Ivan Rao,Male,59,45+,Pune,10-09-2022,RoyalBlue Kurta,1,2456.21,Clothing,,10438.8925,0,2024-07,July,10–20%,
331,105,29,13-08-2024,2,30,Card,Anahi Sachdeva,Male,54,45+,Kolkata,17-03-2023,HotPink Action Cam,18,245323.23,Cameras,,343452.522,0,2024-08,August,20%+,
332,167,24,06-02-2025,1,25,Card,Onkar Edwin,Male,20,<25,Bengaluru,25-03-2024,Brown Building Blocks,11,822.9,Toys,,617.175,0,2025-02,February,20%+,
333,48,179,08-12-2024,5,25,Card,Farhan Chadha,Other,59,45+,Hyderabad,08-05-2023,DeepSkyBlue Seat Cover,13,4632.7,Automotive Accessories,,17372.625,0,2024-12,December,20%+,
334,85,81,25-03-2025,4,15,UPI,Vanya Sama,Female,45,45+,Kolkata,20-03-2023,PaleGoldenRod Basmati Rice,10,957.35,Groceries,,3254.99,0,2025-03,March,10–20%,
335,131,104,08-12-2024,3,0,UPI,Rohan Bhatia,Female,59,45+,Ahmedabad,05-01-2022,MistyRose Digital Thermometer,17,3848.38,Health & Personal Care,,11545.14,0,2024-12,December,0%,
336,165,160,18-03-2025,3,10,UPI,Piya Yogi,Female,44,35–44,Delhi,01-11-2022,Violet Laptop,4,149989.17,Laptops,,404970.759,0,2025-03,March,0–10%,
337,17,53,29-05-2025,4,0,Card,Ivan Rao,Male,59,45+,Pune,10-09-2022,Lime Digital Thermometer,17,2126.07,Health & Personal Care,42,8504.28,1,2025-05,May,0%,
338,81,100,12-07-2024,5,5,Card,Devansh Sekhon,Male,49,45+,Hyderabad,16-01-2023,LightSalmon Digital Thermometer,17,1885.24,Health & Personal Care,,8954.89,0,2024-07,July,0–10%,
339,193,70,12-06-2025,1,20,UPI,Biju Toor,Male,43,35–44,Hyderabad,23-07-2022,Fuchsia Handheld Console,19,48637.29,Gaming Consoles,47,38909.832,1,2025-06,June,10–20%,
340,25,125,25-03-2025,5,10,UPI,Tarini Anne,Female,47,45+,Delhi,26-04-2022,Ivory Yoga Mat,12,6260.71,Sports Equipment,,28173.195,0,2025-03,March,0–10%,
341,16,22,23-10-2024,5,25,UPI,Ivana Datta,Female,23,<25,Chennai,31-03-2024,MediumAquaMarine Puzzle,11,2027.87,Toys,,7604.5125,0,2024-10,October,20%+,
342,183,144,27-05-2025,3,10,UPI,Vidur Setty,Male,26,25–34,Bengaluru,04-08-2023,Snow Laptop,4,61008.5,Laptops,,164722.95,0,2025-05,May,0–10%,
343,59,101,24-07-2024,4,10,UPI,Vardaniya Varkey,Female,24,<25,Ahmedabad,12-11-2022,Lavender Analog Watch,15,4738.27,Watches,,17057.772,0,2024-07,July,0–10%,
344,102,170,07-08-2024,3,10,UPI,Miraan Bala,Female,25,25–34,Jaipur,04-06-2023,PaleVioletRed Smart Watch,15,12391.74,Watches,,33457.698,0,2024-08,August,0–10%,
345,32,28,16-01-2025,2,10,Card,Drishya Dave,Male,30,25–34,Hyderabad,16-04-2023,DimGray Bracelet,16,57847.14,Jewellery,,104124.852,0,2025-01,January,0–10%,
346,191,200,26-10-2024,3,5,Card,Kashvi Soman,Male,42,35–44,Kolkata,11-08-2021,RoyalBlue Smartphone,3,24143.37,Smartphones,71,68808.6045,1,2024-10,October,0–10%,
347,52,101,31-01-2025,5,25,Card,Siya Balasubramanian,Female,37,35–44,Mumbai,03-09-2022,Lavender Analog Watch,15,4738.27,Watches,39,17768.5125,1,2025-01,January,20%+,
348,25,106,11-05-2025,4,10,UPI,Tarini Anne,Female,47,45+,Delhi,26-04-2022,FireBrick Analog Watch,15,1559.23,Watches,,5613.228,0,2025-05,May,0–10%,
349,141,43,19-07-2024,4,15,Cash on Delivery,Abram Manda,Male,35,35–44,Hyderabad,06-04-2023,Gray Comic,5,717.78,Books,,2440.452,0,2024-07,July,10–20%,
350,107,89,01-05-2025,1,15,Card,Dharmajan Som,Female,43,35–44,Pune,18-03-2023,SaddleBrown Bracelet,16,12010.04,Jewellery,,10208.534,0,2025-05,May,10–20%,
351,80,18,24-11-2024,2,20,UPI,Sahil Sood,Female,21,<25,Ahmedabad,03-06-2022,HoneyDew Bluetooth Speaker,20,21063.58,Music & Instruments,,33701.728,0,2024-11,November,10–20%,
352,114,67,10-11-2024,2,0,UPI,Tanya Bhakta,Female,46,45+,Hyderabad,20-10-2022,DarkTurquoise Electric Kettle,8,11174.47,Kitchen Appliances,,22348.94,0,2024-11,November,0%,
353,105,98,08-03-2025,2,20,UPI,Anahi Sachdeva,Male,54,45+,Kolkata,17-03-2023,Yellow Pen Set,6,70.93,Stationery,50,113.488,1,2025-03,March,10–20%,
354,84,141,14-04-2025,5,30,Card,Krish Shan,Male,33,25–34,Delhi,23-09-2022,AliceBlue Smartphone,3,30501.6,Smartphones,37,106755.6,1,2025-04,April,20%+,
355,28,159,17-06-2025,1,15,Card,Hunar Bhasin,Male,34,25–34,Mumbai,15-04-2024,LightSalmon Pen Set,6,214.12,Stationery,,182.002,0,2025-06,June,10–20%,
356,188,99,30-04-2025,2,5,UPI,Dhanush Jaggi,Female,41,35–44,Kolkata,28-01-2024,OrangeRed Digital Thermometer,17,4605.75,Health & Personal Care,,8750.925,0,2025-04,April,0–10%,
357,8,115,13-11-2024,1,25,Card,Dhanush Ramakrishnan,Female,57,45+,Delhi,25-05-2024,PaleGreen Wardrobe,14,14528.77,Furniture,,10896.5775,0,2024-11,November,20%+,
358,159,114,21-11-2024,3,0,UPI,Nehmat Kulkarni,Female,30,25–34,Hyderabad,28-04-2022,Olive Electric Kettle,8,10754.22,Kitchen Appliances,,32262.66,0,2024-11,November,0%,
359,106,157,19-06-2025,2,5,UPI,Neysa Brahmbhatt,Female,38,35–44,Jaipur,17-03-2023,DarkOrange DSLR Camera,18,101723.41,Cameras,,193274.479,0,2025-06,June,0–10%,
360,62,143,20-06-2025,3,5,Card,Jiya Tailor,Female,21,<25,Chennai,16-02-2023,Gray Sneakers,2,2424.58,Footwear,,6910.053,0,2025-06,June,0–10%,
361,162,30,16-09-2024,1,0,Card,Diya Bora,Female,33,25–34,Mumbai,02-01-2022,PeachPuff Notebook,5,471.42,Books,,471.42,0,2024-09,September,0%,
362,101,13,22-01-2025,4,15,Card,Devansh Devi,Female,19,<25,Kolkata,15-04-2023,Magenta Gold Ring,16,61688.31,Jewellery,,209740.254,0,2025-01,January,10–20%,
363,170,172,23-01-2025,4,25,Card,Rasha Khare,Female,18,<25,Mumbai,10-09-2023,Green Notebook,5,150.3,Books,,450.9,0,2025-01,January,20%+,
364,197,12,27-12-2024,4,25,UPI,Parinaaz Dâ€™Alia,Male,25,25–34,Hyderabad,01-06-2024,PaleVioletRed Wardrobe,14,22507.18,Furniture,,67521.54,0,2024-12,December,20%+,
365,91,6,06-06-2025,3,10,UPI,Jivin Hans,Female,24,<25,Pune,11-08-2023,DarkSlateBlue Remote Car,11,1008.04,Toys,,2721.708,0,2025-06,June,0–10%,
366,101,7,17-12-2024,5,30,Card,Devansh Devi,Female,19,<25,Kolkata,15-04-2023,DarkGreen Tâ€‘Shirt,1,2410.33,Clothing,,8436.155,0,2024-12,December,20%+,
367,37,30,01-07-2025,4,25,UPI,Rhea Shah,Male,56,45+,Hyderabad,07-02-2024,PeachPuff Notebook,5,471.42,Books,,1414.26,0,2025-07,July,20%+,
368,31,160,10-02-2025,5,20,Card,Armaan Agate,Male,48,45+,Chennai,19-12-2023,Violet Laptop,4,149989.17,Laptops,,599956.68,0,2025-02,February,10–20%,
369,161,129,30-04-2025,4,15,UPI,Rasha Sibal,Male,57,45+,Pune,25-02-2022,Magenta Remote Car,11,472.14,Toys,,1605.276,0,2025-04,April,10–20%,
370,96,91,21-11-2024,3,5,UPI,Mohanlal Yadav,Female,49,45+,Delhi,04-02-2023,DarkOrange Flipâ€‘Flops,2,2263.41,Footwear,,6450.7185,0,2024-11,November,0–10%,
371,81,49,07-01-2025,3,15,UPI,Devansh Sekhon,Male,49,45+,Hyderabad,16-01-2023,Peru Sandals,2,2090.59,Footwear,,5331.0045,0,2025-01,January,10–20%,
372,171,172,28-12-2024,2,15,UPI,Saksham Yadav,Female,31,25–34,Delhi,27-12-2023,Green Notebook,5,150.3,Books,,255.51,0,2024-12,December,10–20%,
373,23,12,18-10-2024,3,25,UPI,Kartik Khare,Female,47,45+,Jaipur,04-01-2022,PaleVioletRed Wardrobe,14,22507.18,Furniture,21,50641.155,1,2024-10,October,20%+,
374,173,57,05-06-2025,3,20,NetBanking,Mehul Ramakrishnan,Female,24,<25,Ahmedabad,19-11-2023,MediumOrchid Puzzle,11,1512.96,Toys,,3631.104,0,2025-06,June,10–20%,
375,41,167,03-07-2025,2,30,UPI,Ishaan Mani,Female,32,25–34,Bengaluru,07-06-2022,GoldenRod Olive Oil,10,1914.7,Groceries,,2680.58,0,2025-07,July,20%+,
376,121,198,31-10-2024,4,15,Card,Aarush Kara,Female,49,45+,Chennai,15-02-2023,SaddleBrown Marker Pack,6,345.38,Stationery,,1174.292,0,2024-10,October,10–20%,
377,81,63,18-03-2025,3,5,Card,Devansh Sekhon,Male,49,45+,Hyderabad,16-01-2023,DarkOrange Textbook,5,817.38,Books,,2329.533,0,2025-03,March,0–10%,
378,112,167,14-08-2024,3,30,UPI,Aarna Mammen,Male,18,<25,Kolkata,25-05-2024,GoldenRod Olive Oil,10,1914.7,Groceries,,4020.87,0,2024-08,August,20%+,
379,18,24,08-07-2024,5,10,Card,Abram Butala,Male,35,35–44,Pune,16-03-2023,Brown Building Blocks,11,822.9,Toys,14,3703.05,1,2024-07,July,0–10%,
380,142,120,01-07-2025,1,30,UPI,Mohanlal Devan,Male,37,35–44,Hyderabad,09-01-2023,GreenYellow Dining Chair,14,26100.44,Furniture,,18270.308,0,2025-07,July,20%+,
381,144,4,25-08-2024,3,20,UPI,Vedika Bhatnagar,Female,27,25–34,Mumbai,08-09-2022,SpringGreen Puzzle,11,3010.89,Toys,,7226.136,0,2024-08,August,10–20%,
382,125,196,10-01-2025,1,25,Card,Bhavin Sekhon,Female,30,25–34,Ahmedabad,18-04-2024,Yellow Flipâ€‘Flops,2,3289.1,Footwear,,2466.825,0,2025-01,January,20%+,
383,24,168,28-12-2024,4,0,UPI,Badal Bhatia,Female,24,<25,Hyderabad,26-10-2021,Gainsboro Kurta,1,2579.9,Clothing,,10319.6,0,2024-12,December,0%,
384,195,132,10-01-2025,2,25,UPI,Navya Mand,Male,20,<25,Chennai,26-05-2024,SlateGray Saree,1,2449.97,Clothing,,3674.955,0,2025-01,January,20%+,
385,141,91,22-02-2025,4,0,Card,Abram Manda,Male,35,35–44,Hyderabad,06-04-2023,DarkOrange Flipâ€‘Flops,2,2263.41,Footwear,,9053.64,0,2025-02,February,0%,
386,39,153,20-11-2024,5,30,UPI,Hazel Boase,Female,25,25–34,Chennai,21-03-2024,LightGreen Laptop,4,74883.98,Laptops,,262093.93,0,2024-11,November,20%+,
387,21,164,22-07-2024,3,15,UPI,Badal Sha,Female,43,35–44,Hyderabad,18-11-2021,Yellow Study Table,14,28705.99,Furniture,,73200.2745,0,2024-07,July,10–20%,
388,61,42,01-01-2025,4,15,Card,Aarav Uppal,Female,51,45+,Jaipur,21-11-2021,Chocolate Study Table,14,32861.59,Furniture,55,111729.406,1,2025-01,January,10–20%,
389,147,62,27-08-2024,2,15,UPI,Baiju Grover,Female,26,25–34,Delhi,24-08-2021,Purple Smartphone,3,52580.92,Smartphones,,89387.564,0,2024-08,August,10–20%,
390,28,102,16-03-2025,1,30,Card,Hunar Bhasin,Male,34,25–34,Mumbai,15-04-2024,DarkGray Smartphone,3,43187.84,Smartphones,,30231.488,0,2025-03,March,20%+,
391,69,38,09-06-2025,4,20,UPI,Gatik Chandra,Male,20,<25,Chennai,03-11-2023,Silver Action Cam,18,15050.15,Cameras,,48160.48,0,2025-06,June,10–20%,
392,136,186,06-01-2025,5,15,Card,Anaya Johal,Male,23,<25,Mumbai,19-02-2022,MidnightBlue Textbook,5,715.5,Books,,3040.875,0,2025-01,January,10–20%,
393,143,132,19-11-2024,3,30,Card,Heer Ramanathan,Female,47,45+,Mumbai,10-04-2024,SlateGray Saree,1,2449.97,Clothing,60,5144.937,1,2024-11,November,20%+,
394,146,143,25-09-2024,3,15,UPI,Nitya Suresh,Female,20,<25,Pune,07-08-2021,Gray Sneakers,2,2424.58,Footwear,,6182.679,0,2024-09,September,10–20%,
395,20,116,07-02-2025,5,0,UPI,Hridaan Andra,Female,31,25–34,Delhi,28-03-2023,Fuchsia Diary,6,100.61,Stationery,,503.05,0,2025-02,February,0%,
396,173,36,07-02-2025,5,25,Card,Mehul Ramakrishnan,Female,24,<25,Ahmedabad,19-11-2023,Thistle Smartphone,3,42388.83,Smartphones,,158958.1125,0,2025-02,February,20%+,
397,59,200,31-12-2024,1,0,UPI,Vardaniya Varkey,Female,24,<25,Ahmedabad,12-11-2022,RoyalBlue Smartphone,3,24143.37,Smartphones,,24143.37,0,2024-12,December,0%,
398,154,57,04-03-2025,3,25,UPI,Ehsaan Bahri,Male,25,25–34,Pune,02-09-2022,MediumOrchid Puzzle,11,1512.96,Toys,,3404.16,0,2025-03,March,20%+,
399,194,193,25-07-2024,1,20,Card,Anika Balasubramanian,Female,24,<25,Jaipur,10-07-2023,DarkGray Action Cam,18,177715.85,Cameras,,142172.68,0,2024-07,July,10–20%,
400,166,92,14-04-2025,1,20,Card,Ranbir Goyal,Female,34,25–34,Chennai,25-11-2021,BurlyWood Bluetooth Speaker,20,28376.79,Music & Instruments,,22701.432,0,2025-04,April,10–20%,
401,134,5,15-10-2024,4,10,UPI,Divyansh Shankar,Female,21,<25,Hyderabad,12-05-2023,Red Pen Set,6,201.41,Stationery,,725.076,0,2024-10,October,0–10%,
402,3,141,24-12-2024,2,15,Card,Piya Tata,Male,18,<25,Mumbai,14-12-2022,AliceBlue Smartphone,3,30501.6,Smartphones,,51852.72,0,2024-12,December,10–20%,
403,149,108,15-10-2024,2,10,Card,Alisha Kala,Female,53,45+,Bengaluru,18-06-2022,AntiqueWhite Cricket Bat,12,5083.22,Sports Equipment,,9149.796,0,2024-10,October,0–10%,
404,90,69,25-12-2024,4,25,Cash on Delivery,Kiara Ravi,Male,49,45+,Ahmedabad,17-08-2022,LawnGreen Bluetooth Speaker,20,14063.43,Music & Instruments,,42190.29,0,2024-12,December,20%+,
405,49,146,03-01-2025,1,0,UPI,Drishya Magar,Female,35,35–44,Ahmedabad,11-11-2023,MistyRose Bluetooth Speaker,20,36688.33,Music & Instruments,,36688.33,0,2025-01,January,0%,
406,22,161,14-04-2025,4,10,UPI,Taimur Badami,Female,51,45+,Hyderabad,09-10-2023,Ivory Acoustic Guitar,20,11182.06,Music & Instruments,,40255.416,0,2025-04,April,0–10%,
407,84,194,19-12-2024,2,20,UPI,Krish Shan,Male,33,25–34,Delhi,23-09-2022,Silver Lamp,7,370.05,Home Decor,,592.08,0,2024-12,December,10–20%,
408,173,23,16-01-2025,4,0,Card,Mehul Ramakrishnan,Female,24,<25,Ahmedabad,19-11-2023,DarkOrchid Smartphone,3,38563.07,Smartphones,,154252.28,0,2025-01,January,0%,
409,30,3,03-10-2024,3,0,UPI,Riya Chatterjee,Female,34,25–34,Ahmedabad,26-08-2023,SandyBrown Flipâ€‘Flops,2,2375.71,Footwear,,7127.13,0,2024-10,October,0%,
410,160,81,15-11-2024,4,5,UPI,Shlok Lata,Male,44,35–44,Ahmedabad,25-01-2024,PaleGoldenRod Basmati Rice,10,957.35,Groceries,,3637.93,0,2024-11,November,0–10%,
411,112,158,06-05-2025,1,0,UPI,Aarna Mammen,Male,18,<25,Kolkata,25-05-2024,Khaki Shampoo,9,158.12,Beauty,,158.12,0,2025-05,May,0%,
412,2,191,15-04-2025,1,10,UPI,Kiara Dhawan,Male,28,25–34,Chennai,10-05-2023,LightSeaGreen Cricket Bat,12,9463.9,Sports Equipment,,8517.51,0,2025-04,April,0–10%,
413,176,74,30-05-2025,1,5,UPI,Vedika Sawhney,Male,56,45+,Ahmedabad,06-01-2023,Peru Wall Art,7,2034.4,Home Decor,,1932.68,0,2025-05,May,0–10%,
414,104,73,17-05-2025,1,0,Card,Vivaan Soman,Male,37,35–44,Kolkata,26-11-2022,PowderBlue Smart Watch,15,12303.7,Watches,,12303.7,0,2025-05,May,0%,
415,39,158,04-04-2025,5,10,UPI,Hazel Boase,Female,25,25–34,Chennai,21-03-2024,Khaki Shampoo,9,158.12,Beauty,,711.54,0,2025-04,April,0–10%,
416,102,110,07-03-2025,3,15,Card,Miraan Bala,Female,25,25–34,Jaipur,04-06-2023,Peru Sandals,2,3684.08,Footwear,,9394.404,0,2025-03,March,10–20%,
417,30,127,26-04-2025,4,20,UPI,Riya Chatterjee,Female,34,25–34,Ahmedabad,26-08-2023,MediumVioletRed Cushion Cover,7,4694.76,Home Decor,116,15023.232,1,2025-04,April,10–20%,
418,160,50,12-02-2025,4,15,UPI,Shlok Lata,Male,44,35–44,Ahmedabad,25-01-2024,FireBrick Jeans,1,1568.28,Clothing,20,5332.152,1,2025-02,February,10–20%,
419,27,198,11-03-2025,3,5,Card,Reyansh Deol,Male,39,35–44,Ahmedabad,11-04-2022,SaddleBrown Marker Pack,6,345.38,Stationery,,984.333,0,2025-03,March,0–10%,
420,12,166,06-05-2025,4,25,UPI,Onkar Kohli,Female,47,45+,Pune,02-04-2024,Salmon Laptop,4,60862.34,Laptops,,182587.02,0,2025-05,May,20%+,
421,174,160,10-03-2025,2,10,UPI,Arnav Sathe,Female,47,45+,Ahmedabad,30-09-2021,Violet Laptop,4,149989.17,Laptops,,269980.506,0,2025-03,March,0–10%,
422,79,85,21-10-2024,4,0,UPI,Ishita Kaul,Male,48,45+,Chennai,15-02-2024,IndianRed Smart Watch,15,5520.99,Watches,,22083.96,0,2024-10,October,0%,
423,188,154,21-12-2024,2,5,Card,Dhanush Jaggi,Female,41,35–44,Kolkata,28-01-2024,Crimson Smartphone,3,23248.77,Smartphones,,44172.663,0,2024-12,December,0–10%,
424,99,20,14-04-2025,3,20,UPI,Mannat Sagar,Male,34,25–34,Chennai,15-01-2022,Beige Marker Pack,6,418.27,Stationery,,1003.848,0,2025-04,April,10–20%,
425,50,35,16-02-2025,5,10,UPI,Seher Wali,Female,55,45+,Hyderabad,03-07-2022,PapayaWhip Laptop,4,88790.03,Laptops,,399555.135,0,2025-02,February,0–10%,
426,195,112,04-06-2025,2,10,Card,Navya Mand,Male,20,<25,Chennai,26-05-2024,Magenta Tâ€‘Shirt,1,2105.15,Clothing,,3789.27,0,2025-06,June,0–10%,
427,79,95,27-09-2024,4,25,Card,Ishita Kaul,Male,48,45+,Chennai,15-02-2024,DarkSlateGray Lipstick,9,418.24,Beauty,89,1254.72,1,2024-09,September,20%+,
428,69,131,09-06-2025,4,20,UPI,Gatik Chandra,Male,20,<25,Chennai,03-11-2023,Bisque Notebook,5,269.35,Books,,861.92,0,2025-06,June,10–20%,
